offer_expiration(hrs),income_range,visited_ColdDrinks,travelled_more_than_15_mins,resturant_spend_more_than_20,shaadi,restaurant_type,age,western/chinese,travel_more_than_25_mins,travel_more_than_5_mins,number_visted_bars,gender,restuarant_same_direction_house,cooks_regularly,customer_type,education,is_foodie,number_of_take_aways,industry,restuarant_same_opposite_house,children,visit_restaurant_with_rating_(avg),temperature,restaurant_spend_greater_than_20,travel_time,climate,drop_location,prefer_home_food,offer_accepted
48,100000,1,1,6,Married partner,Cold drinks,31,1,0,1,1,Female,0,0,Individual,Some college - no degree,1,10,Computer & Mathematical,1,0,3,89,1,10,Summer,Location B,1,Yes
10,56249.5,2,1,2,Married partner,Restaurant with pub,36,1,0,1,0,Female,0,0,With Colleagues,Bachelors degree,1,6,Education&Training&Library,1,1,1,89,2,10,Winter,Location C,1,No
10,81249.5,1,1,6,Single,4 star restaurant,21,0,0,1,10,Female,0,0,With Family,Bachelors degree,1,2,Sales & Related,0,1,1,67,1,18,Summer,Location A,1,Yes
48,12500,2,1,2,Single,2 star restaurant,26,1,0,1,2,Male,0,0,Individual,Some college - no degree,1,6,Computer & Mathematical,1,0,3,89,1,22,Summer,Location B,0,Yes
48,93749.5,6,1,6,Married partner,Take-away restaurant,36,1,0,1,2,Female,1,0,With Kids,Graduate degree (Masters or Doctorate),1,6,Healthcare Practitioners & Technical,0,1,2,67,2,10,Spring,Location C,1,Yes
48,68749.5,10,0,6,Single,2 star restaurant,26,1,0,1,2,Male,0,0,Individual,Graduate degree (Masters or Doctorate),0,6,Computer & Mathematical,1,0,4,67,2,22,Summer,Location A,0,No
10,31249.5,2,1,2,Single,Take-away restaurant,21,0,0,1,1,Female,0,0,Individual,High School Graduate,0,6,Unemployed,1,0,3,89,1,14,Summer,Location A,1,Yes
10,56249.5,0,1,1,Single,Take-away restaurant,21,1,0,1,0,Male,0,1,Individual,Graduate degree (Masters or Doctorate),0,2,Computer & Mathematical,1,0,4,67,0,14,Summer,Location C,0,Yes
10,100000,0,1,10,Married partner,Take-away restaurant,31,0,0,1,1,Male,1,0,Individual,Bachelors degree,1,6,Business & Financial,0,1,4,89,1,18,Winter,Location B,0,Yes
48,43749.5,1,0,10,Single,Take-away restaurant,26,1,0,1,0,Female,1,0,With Family,Some college - no degree,0,2,Healthcare Support,0,0,1,67,10,7,Winter,Location B,1,Yes
10,81249.5,6,1,2,Married partner,Cold drinks,41,0,0,1,1,Male,0,1,Individual,Graduate degree (Masters or Doctorate),0,10,Computer & Mathematical,1,1,0,40,1,18,Spring,Location B,0,No
48,100000,0,1,6,Married partner,Take-away restaurant,52,0,0,1,1,Female,0,0,Individual,Graduate degree (Masters or Doctorate),1,10,Legal,1,1,4,67,2,7,Winter,Location A,0,Yes
48,93749.5,2,0,2,Unmarried partner,Cold drinks,21,0,0,1,2,Female,0,0,With Kids,Bachelors degree,0,2,Management,1,0,2,89,2,10,Winter,Location A,1,Yes
10,56249.5,1,0,1,Married partner,Restaurant with pub,26,1,0,1,1,Male,0,0,Individual,Bachelors degree,1,2,Computer & Mathematical,1,0,1,40,1,22,Spring,Location B,0,No
10,43749.5,1,1,2,Married partner,Restaurant with pub,26,1,0,1,0,Male,0,1,With Colleagues,Bachelors degree,1,2,Education&Training&Library,1,0,4,89,1,14,Summer,Location A,1,No
48,18749.5,6,1,6,Divorced,2 star restaurant,52,1,1,1,2,Female,0,0,Individual,Graduate degree (Masters or Doctorate),1,6,Retired,1,1,3,67,1,7,Summer,Location C,0,Yes
48,81249.5,0,0,2,Married partner,2 star restaurant,31,1,0,1,1,Male,1,0,With Family,Bachelors degree,0,2,Architecture & Engineering,0,0,2,89,2,7,Summer,Location B,0,Yes
48,93749.5,0,1,2,Married partner,Cold drinks,52,0,0,1,0,Male,0,0,Individual,Bachelors degree,0,1,Computer & Mathematical,1,1,0,67,2,18,Summer,Location A,0,No
48,18749.5,2,0,10,Single,Cold drinks,21,1,0,1,1,Male,0,1,With Kids,Bachelors degree,0,10,Computer & Mathematical,1,0,0,89,2,22,Spring,Location A,1,Yes
48,31249.5,0,0,2,Single,Take-away restaurant,21,1,0,1,0,Female,0,1,Individual,Bachelors degree,1,1,Architecture & Engineering,1,0,3,67,0,14,Summer,Location A,1,Yes
48,43749.5,0,1,1,Married partner,Take-away restaurant,31,0,0,1,0,Female,0,1,With Family,Bachelors degree,1,2,Computer & Mathematical,1,0,3,67,0,14,Summer,Location C,0,No
10,43749.5,6,1,6,Single,2 star restaurant,52,0,0,1,2,Female,0,1,With Colleagues,Graduate degree (Masters or Doctorate),1,6,Arts Design Entertainment Sports & Media,1,0,3,89,2,7,Spring,Location A,0,No
10,93749.5,0,1,2,Married partner,Cold drinks,52,1,1,1,0,Male,0,1,Individual,Some college - no degree,1,2,Retired,1,1,0,67,1,18,Summer,Location C,1,No
48,100000,0,0,2,Single,Cold drinks,26,1,0,1,2,Male,1,1,Individual,Some college - no degree,1,6,Unemployed,0,0,2,40,1,7,Winter,Location C,0,No
10,12500,1,1,6,Married partner,Cold drinks,52,1,0,1,0,Female,0,0,Individual,Some college - no degree,0,10,Arts Design Entertainment Sports & Media,1,0,4,89,1,7,Summer,Location C,1,No
10,18749.5,1,1,6,Unmarried partner,4 star restaurant,26,0,0,1,0,Male,1,1,Individual,Some college - no degree,0,2,Unemployed,0,0,0,67,1,7,Summer,Location B,1,No
48,12500,2,1,2,Single,4 star restaurant,21,1,0,1,6,Male,0,1,With Colleagues,Some college - no degree,1,6,Student,1,0,2,67,1,10,Winter,Location A,0,Yes
48,68749.5,2,1,2,Unmarried partner,4 star restaurant,31,0,0,1,0,Female,0,0,With Family,Bachelors degree,0,6,Computer & Mathematical,1,1,2,67,2,18,Summer,Location B,0,No
10,31249.5,0,0,1,Single,2 star restaurant,21,1,0,1,0,Male,0,1,With Colleagues,Bachelors degree,0,10,Protective Service,1,0,0,89,1,22,Summer,Location A,1,Yes
10,18749.5,2,1,2,Unmarried partner,Restaurant with pub,31,0,1,1,2,Female,0,1,Individual,Some High School,1,6,Computer & Mathematical,1,0,0,89,1,7,Winter,Location C,0,Yes
10,100000,6,1,6,Married partner,Take-away restaurant,31,0,0,1,2,Female,1,0,With Kids,Some college - no degree,1,10,Management,0,0,0,89,2,18,Summer,Location B,1,No
48,31249.5,2,1,6,Married partner,Take-away restaurant,31,1,1,1,0,Male,0,1,With Colleagues,Graduate degree (Masters or Doctorate),1,6,Education&Training&Library,1,1,0,89,1,7,Spring,Location C,1,Yes
10,100000,1,1,2,Single,4 star restaurant,18,1,0,1,0,Female,0,0,Individual,Some college - no degree,0,2,Unemployed,1,1,4,40,2,7,Summer,Location A,1,Yes
10,18749.5,2,1,6,Single,4 star restaurant,36,1,0,1,6,Female,0,1,With Kids,Some college - no degree,0,6,Healthcare Practitioners & Technical,1,1,1,89,1,22,Winter,Location B,1,Yes
10,100000,6,0,2,Married partner,4 star restaurant,46,0,0,1,2,Female,0,0,Individual,Bachelors degree,0,6,Management,1,0,0,89,0,22,Summer,Location C,1,Yes
10,100000,2,0,10,Single,Cold drinks,36,0,0,1,1,Male,0,0,Individual,Bachelors degree,1,10,Business & Financial,1,0,3,40,2,18,Summer,Location B,1,No
10,12500,1,1,6,Single,Take-away restaurant,31,0,0,1,6,Female,1,0,Individual,Bachelors degree,1,2,Healthcare Practitioners & Technical,0,0,0,67,2,7,Winter,Location B,1,Yes
10,81249.5,0,1,6,Single,Cold drinks,46,0,0,1,0,Female,0,1,Individual,Graduate degree (Masters or Doctorate),0,10,Management,1,1,0,67,1,7,Summer,Location C,0,No
10,43749.5,1,0,2,Single,2 star restaurant,26,1,1,1,6,Male,0,0,Individual,Associates degree,1,10,Architecture & Engineering,0,0,2,67,2,7,Summer,Location C,0,No
48,18749.5,6,0,2,Divorced,Take-away restaurant,41,1,0,1,6,Male,1,0,Individual,Associates degree,1,2,Arts Design Entertainment Sports & Media,0,1,3,89,1,7,Winter,Location B,0,Yes
10,68749.5,2,1,2,Married partner,Cold drinks,46,1,1,1,0,Male,0,0,Individual,Some college - no degree,0,6,Computer & Mathematical,1,1,2,67,2,7,Summer,Location A,1,Yes
48,18749.5,1,1,6,Single,Cold drinks,52,0,0,1,0,Male,0,0,Individual,Some college - no degree,0,1,Sales & Related,1,0,3,67,1,7,Summer,Location C,0,No
10,43749.5,2,1,6,Married partner,Restaurant with pub,31,0,0,1,1,Female,0,1,With Colleagues,Some college - no degree,0,10,Construction & Extraction,0,0,1,67,1,18,Summer,Location A,1,Yes
48,31249.5,10,1,1,Married partner,Cold drinks,36,1,0,1,0,Female,0,1,Individual,Some college - no degree,1,6,Healthcare Practitioners & Technical,1,0,1,67,1,7,Summer,Location C,1,Yes
48,56249.5,10,1,10,Single,Cold drinks,21,1,0,1,1,Female,0,0,Individual,Bachelors degree,0,10,Business & Financial,1,0,4,67,6,10,Winter,Location A,1,Yes
48,68749.5,6,0,2,Single,4 star restaurant,21,0,0,1,6,Male,1,1,Individual,Bachelors degree,1,2,Student,0,0,1,40,1,18,Spring,Location B,0,Yes
10,12500,2,1,6,Married partner,Take-away restaurant,21,0,0,1,1,Female,0,0,With Family,Some college - no degree,0,2,Student,1,0,4,89,2,14,Summer,Location B,0,No
48,56249.5,2,0,6,Married partner,4 star restaurant,31,0,0,1,1,Female,1,1,With Kids,Some college - no degree,1,6,Education&Training&Library,0,1,2,67,1,18,Summer,Location B,1,Yes
48,68749.5,10,1,10,Single,Take-away restaurant,36,0,0,1,1,Female,0,1,With Colleagues,Graduate degree (Masters or Doctorate),0,6,Arts Design Entertainment Sports & Media,1,1,0,67,2,7,Winter,Location C,1,Yes
10,56249.5,10,0,10,Single,Cold drinks,31,1,0,1,10,Male,0,0,With Colleagues,High School Graduate,1,10,Management,1,1,1,89,10,10,Winter,Location A,0,No
48,93749.5,1,1,2,Unmarried partner,Cold drinks,21,1,0,1,1,Male,0,0,With Kids,Some college - no degree,0,1,Management,1,1,1,67,1,18,Summer,Location C,1,Yes
48,68749.5,0,1,2,Married partner,4 star restaurant,36,0,0,1,0,Male,1,1,Individual,Some college - no degree,1,1,Transportation & Material Moving,0,0,2,89,2,7,Spring,Location B,0,No
10,81249.5,6,0,1,Married partner,Take-away restaurant,36,0,0,1,1,Female,0,0,Individual,Bachelors degree,1,1,Education&Training&Library,1,1,2,89,1,10,Winter,Location A,0,Yes
10,43749.5,0,0,2,Single,Cold drinks,21,1,1,1,1,Female,1,1,Individual,Some college - no degree,0,1,Education&Training&Library,1,0,1,40,1,18,Summer,Location B,0,No
48,31249.5,0,1,2,Married partner,Cold drinks,41,0,0,1,0,Male,0,1,With Family,Some college - no degree,1,2,Business & Financial,1,0,4,67,1,22,Summer,Location A,1,No
10,100000,6,1,6,Married partner,Cold drinks,31,1,0,1,0,Female,0,1,Individual,Bachelors degree,0,6,Unemployed,1,1,4,67,1,10,Summer,Location A,0,Yes
48,31249.5,10,1,6,Single,2 star restaurant,26,1,0,1,6,Male,0,0,With Kids,Graduate degree (Masters or Doctorate),1,10,Management,1,0,0,40,1,14,Summer,Location C,1,No
48,56249.5,2,1,2,Married partner,2 star restaurant,36,1,0,1,0,Female,0,1,With Family,Bachelors degree,0,6,Education&Training&Library,1,1,4,89,2,10,Summer,Location A,1,Yes
48,43749.5,1,1,2,Married partner,Restaurant with pub,21,0,0,1,0,Female,1,1,With Colleagues,Bachelors degree,0,2,Unemployed,0,1,4,67,1,22,Summer,Location C,1,Yes
10,18749.5,0,0,2,Married partner,2 star restaurant,52,1,0,1,1,Female,0,1,With Family,Associates degree,1,6,Management,0,0,2,40,1,10,Summer,Location A,0,Yes
48,12500,2,0,6,Unmarried partner,Restaurant with pub,21,0,0,1,1,Female,0,1,With Kids,Some college - no degree,0,6,Student,1,0,2,89,2,14,Summer,Location B,0,Yes
10,56249.5,2,1,2,Unmarried partner,4 star restaurant,26,0,0,1,2,Female,0,0,With Family,Bachelors degree,1,2,Education&Training&Library,1,0,3,89,2,18,Summer,Location A,1,No
10,81249.5,0,0,2,Married partner,2 star restaurant,36,1,0,1,1,Female,1,1,Individual,Associates degree,0,6,Healthcare Practitioners & Technical,0,1,0,89,1,7,Summer,Location C,1,Yes
48,100000,0,1,1,Married partner,Restaurant with pub,36,1,0,1,1,Male,0,1,With Colleagues,Bachelors degree,1,2,Computer & Mathematical,1,1,3,67,1,7,Summer,Location A,0,No
48,100000,0,1,0,Single,Cold drinks,21,1,0,1,0,Female,1,1,Individual,High School Graduate,0,1,Unemployed,0,0,1,89,0,22,Summer,Location C,1,Yes
48,43749.5,1,0,1,Single,4 star restaurant,46,0,0,1,0,Female,1,0,Individual,Bachelors degree,0,1,Arts Design Entertainment Sports & Media,0,0,0,67,0,18,Summer,Location B,0,No
48,100000,0,0,2,Single,Take-away restaurant,26,0,0,1,2,Male,0,1,Individual,Some college - no degree,0,6,Unemployed,1,0,0,89,1,22,Spring,Location B,1,Yes
48,43749.5,1,0,2,Unmarried partner,Cold drinks,26,1,0,1,1,Female,0,1,With Colleagues,Some college - no degree,0,1,Management,1,0,1,67,1,14,Summer,Location A,1,Yes
10,56249.5,0,1,2,Married partner,Cold drinks,52,1,0,1,0,Female,0,0,Individual,Bachelors degree,0,2,Construction & Extraction,1,0,3,89,2,7,Summer,Location C,0,No
48,93749.5,6,0,1,Married partner,Cold drinks,31,0,0,1,0,Female,0,1,Individual,Associates degree,1,6,Student,1,1,0,89,1,10,Summer,Location A,1,Yes
48,93749.5,2,0,6,Married partner,4 star restaurant,41,1,0,1,1,Male,0,0,With Family,Some college - no degree,1,6,Arts Design Entertainment Sports & Media,1,0,2,89,1,22,Summer,Location C,1,No
10,56249.5,1,1,1,Married partner,4 star restaurant,52,0,0,1,1,Male,0,0,With Colleagues,Graduate degree (Masters or Doctorate),1,1,Retired,1,0,2,89,1,22,Summer,Location C,1,Yes
10,93749.5,1,1,2,Married partner,4 star restaurant,26,0,0,1,0,Male,0,1,With Colleagues,Bachelors degree,0,2,Computer & Mathematical,1,1,1,89,1,18,Summer,Location A,0,No
48,56249.5,0,0,6,Single,Cold drinks,21,0,0,1,1,Male,0,1,Individual,Associates degree,0,2,Sales & Related,1,0,0,40,1,10,Summer,Location C,0,No
48,43749.5,2,1,2,Single,Take-away restaurant,21,0,0,1,1,Male,1,0,With Colleagues,Bachelors degree,1,6,Student,0,0,1,89,1,7,Summer,Location B,0,No
48,68749.5,1,1,6,Single,Cold drinks,46,1,0,1,0,Female,0,1,Individual,Graduate degree (Masters or Doctorate),0,2,Computer & Mathematical,1,1,2,89,1,10,Summer,Location A,0,Yes
10,56249.5,1,1,2,Married partner,4 star restaurant,52,0,0,1,1,Male,0,0,With Colleagues,Graduate degree (Masters or Doctorate),1,1,Retired,1,0,4,67,2,22,Winter,Location A,0,No
10,93749.5,6,1,6,Married partner,Take-away restaurant,36,0,0,1,2,Female,0,0,With Family,Graduate degree (Masters or Doctorate),0,6,Healthcare Practitioners & Technical,1,1,3,89,2,22,Summer,Location B,1,Yes
48,43749.5,0,1,2,Single,Take-away restaurant,21,1,1,1,1,Male,0,1,Individual,Bachelors degree,1,1,Life Physical Social Science,1,0,3,89,0,22,Spring,Location B,1,No
48,31249.5,0,1,1,Single,Restaurant with pub,36,0,0,1,1,Male,0,1,With Colleagues,Some college - no degree,0,1,Office & Administrative Support,1,0,1,89,1,22,Spring,Location A,0,Yes
48,18749.5,1,1,2,Unmarried partner,Take-away restaurant,52,1,1,1,6,Female,0,0,Individual,Some college - no degree,0,2,Installation Maintenance & Repair,1,1,0,67,1,7,Summer,Location C,1,Yes
10,18749.5,0,1,2,Single,Cold drinks,26,1,1,1,0,Male,0,0,With Kids,High School Graduate,1,6,Sales & Related,1,0,0,67,0,7,Summer,Location C,0,No
48,100000,10,0,10,Married partner,Cold drinks,26,0,0,1,2,Male,0,1,With Family,Bachelors degree,0,6,Computer & Mathematical,1,1,2,89,2,18,Summer,Location A,1,Yes
48,56249.5,6,0,2,Married partner,4 star restaurant,52,1,0,1,2,Female,0,1,With Kids,Bachelors degree,0,1,Sales & Related,1,0,2,67,1,7,Summer,Location A,0,Yes
48,68749.5,1,1,10,Divorced,2 star restaurant,41,1,0,1,1,Male,0,0,With Colleagues,Graduate degree (Masters or Doctorate),0,1,Management,1,1,0,89,1,7,Summer,Location A,0,Yes
48,31249.5,1,1,2,Single,Restaurant with pub,31,1,0,1,2,Male,0,0,With Colleagues,Some college - no degree,1,6,Production Occupations,1,0,4,89,10,22,Spring,Location A,1,No
10,100000,0,0,2,Married partner,2 star restaurant,36,1,0,1,0,Female,1,1,With Colleagues,Graduate degree (Masters or Doctorate),0,2,Education&Training&Library,0,0,4,89,1,7,Summer,Location B,1,Yes
48,56249.5,0,1,2,Unmarried partner,Cold drinks,31,1,0,1,0,Female,0,0,With Family,Associates degree,1,6,Education&Training&Library,1,1,4,67,0,18,Summer,Location A,0,Yes
10,100000,0,1,10,Unmarried partner,Cold drinks,52,0,0,1,0,Male,0,0,Individual,Bachelors degree,1,2,Retired,1,0,1,67,0,7,Summer,Location C,0,No
48,68749.5,1,1,6,Married partner,Take-away restaurant,31,1,0,1,0,Male,0,1,With Colleagues,Bachelors degree,1,10,Computer & Mathematical,1,1,0,40,1,10,Summer,Location A,0,Yes
48,56249.5,10,0,2,Unmarried partner,Restaurant with pub,26,0,0,1,2,Male,0,0,Individual,Bachelors degree,1,6,Student,1,0,3,67,1,14,Summer,Location A,1,No
10,31249.5,1,1,1,Married partner,Cold drinks,18,0,0,1,2,Female,0,0,Individual,Some college - no degree,1,2,Student,1,0,1,67,2,10,Summer,Location B,1,No
10,43749.5,1,0,10,Married partner,2 star restaurant,52,1,0,1,0,Male,0,1,With Kids,Some college - no degree,0,10,Protective Service,1,0,1,89,2,18,Summer,Location A,0,Yes
48,12500,2,0,6,Single,Cold drinks,26,1,0,1,6,Female,1,1,Individual,Bachelors degree,0,10,Unemployed,0,0,4,89,2,7,Summer,Location C,0,Yes
48,100000,2,0,10,Married partner,Cold drinks,41,0,0,1,6,Female,0,0,With Kids,Bachelors degree,0,6,Office & Administrative Support,1,0,4,89,2,14,Spring,Location A,0,No
48,56249.5,2,1,2,Unmarried partner,4 star restaurant,26,1,0,1,0,Female,0,0,With Kids,Associates degree,0,2,Community & Social Services,1,0,1,89,1,22,Spring,Location A,1,Yes
48,81249.5,0,0,6,Married partner,Cold drinks,26,0,0,1,0,Female,1,0,With Kids,Some college - no degree,0,2,Office & Administrative Support,0,0,1,89,1,7,Summer,Location C,1,No
48,100000,6,0,6,Single,Cold drinks,31,1,0,1,0,Female,0,0,With Colleagues,Some college - no degree,0,2,Unemployed,1,0,3,67,1,10,Winter,Location A,1,Yes
10,68749.5,1,0,2,Divorced,Cold drinks,52,0,0,1,0,Male,0,0,Individual,Some college - no degree,1,2,Management,1,1,3,67,1,10,Winter,Location A,1,Yes
10,56249.5,0,0,1,Unmarried partner,4 star restaurant,31,1,0,1,0,Female,1,1,With Family,Graduate degree (Masters or Doctorate),1,1,Life Physical Social Science,0,1,1,89,0,18,Summer,Location B,1,Yes
48,100000,2,1,2,Single,4 star restaurant,26,1,0,1,6,Female,1,1,Individual,Bachelors degree,1,2,Business & Financial,0,0,2,89,1,7,Summer,Location C,1,Yes
48,81249.5,1,0,1,Married partner,2 star restaurant,21,0,0,1,1,Female,0,1,With Family,Bachelors degree,1,2,Education&Training&Library,1,1,1,89,1,18,Summer,Location C,1,Yes
48,12500,2,1,6,Unmarried partner,Take-away restaurant,21,0,0,1,2,Female,0,1,With Kids,Some college - no degree,0,6,Student,1,0,1,89,2,7,Summer,Location C,0,Yes
48,12500,6,1,6,Unmarried partner,4 star restaurant,18,0,1,1,0,Male,0,1,Individual,High School Graduate,0,2,Student,1,0,1,67,1,7,Winter,Location C,0,No
10,100000,2,1,2,Married partner,Cold drinks,36,0,0,1,1,Male,0,0,With Kids,Bachelors degree,1,6,Arts Design Entertainment Sports & Media,1,0,2,67,2,18,Summer,Location A,1,Yes
10,81249.5,1,0,2,Unmarried partner,4 star restaurant,21,1,0,1,2,Male,1,1,With Family,Bachelors degree,0,6,Business & Financial,0,0,1,89,2,7,Summer,Location C,1,No
10,56249.5,2,0,6,Married partner,2 star restaurant,31,0,0,1,1,Female,0,0,Individual,Some college - no degree,1,6,Education&Training&Library,1,1,1,67,1,7,Summer,Location A,0,Yes
10,18749.5,1,1,6,Single,Restaurant with pub,31,0,0,1,1,Female,0,1,With Colleagues,Bachelors degree,1,10,Arts Design Entertainment Sports & Media,1,0,4,67,1,18,Winter,Location A,1,No
48,18749.5,0,1,2,Unmarried partner,2 star restaurant,21,0,0,1,0,Female,0,0,With Colleagues,Associates degree,0,1,Food Preparation & Serving Related,1,1,1,89,0,18,Summer,Location A,0,No
48,18749.5,6,1,2,Married partner,Restaurant with pub,46,1,1,1,2,Female,0,0,Individual,Bachelors degree,1,6,Construction & Extraction,1,0,2,40,1,7,Spring,Location B,0,Yes
48,81249.5,0,0,6,Single,2 star restaurant,52,0,0,1,2,Male,0,0,Individual,Bachelors degree,1,2,Computer & Mathematical,1,0,3,89,2,7,Summer,Location C,0,Yes
10,18749.5,2,1,6,Married partner,Restaurant with pub,31,1,0,1,0,Female,0,1,With Family,Some college - no degree,1,6,Arts Design Entertainment Sports & Media,1,1,2,89,0,10,Summer,Location A,1,No
10,100000,6,1,6,Single,Restaurant with pub,21,0,0,1,2,Male,0,0,Individual,Bachelors degree,1,2,Student,1,0,4,89,2,7,Spring,Location C,1,Yes
48,93749.5,1,1,6,Single,4 star restaurant,18,0,0,1,0,Male,0,1,Individual,High School Graduate,0,2,Student,1,0,3,67,6,10,Winter,Location C,1,Yes
48,100000,10,1,6,Married partner,2 star restaurant,41,1,0,1,1,Female,0,1,With Colleagues,Graduate degree (Masters or Doctorate),1,6,Food Preparation & Serving Related,1,1,0,89,6,22,Summer,Location B,0,Yes
48,43749.5,1,0,2,Married partner,Take-away restaurant,21,0,0,1,0,Female,0,1,Individual,Bachelors degree,0,2,Unemployed,1,1,1,67,1,22,Winter,Location C,0,Yes
48,18749.5,1,1,1,Single,4 star restaurant,21,1,1,1,2,Male,0,0,Individual,Associates degree,0,2,Student,1,0,0,67,2,7,Summer,Location C,1,No
10,12500,6,1,10,Divorced,2 star restaurant,52,1,0,1,0,Male,0,0,With Colleagues,Bachelors degree,1,10,Retired,1,1,2,40,1,22,Spring,Location C,0,Yes
48,43749.5,2,1,2,Married partner,Take-away restaurant,31,0,0,1,2,Female,0,0,With Kids,Some college - no degree,1,6,Office & Administrative Support,1,1,2,40,1,10,Summer,Location C,1,Yes
10,31249.5,1,0,1,Married partner,Cold drinks,46,1,0,1,1,Female,0,0,With Colleagues,Some college - no degree,0,2,Sales & Related,1,1,3,89,0,10,Summer,Location A,1,No
10,18749.5,0,0,1,Single,Cold drinks,21,1,0,1,1,Male,0,1,Individual,Some college - no degree,0,1,Student,1,0,0,89,1,18,Summer,Location B,1,No
10,56249.5,1,1,2,Married partner,2 star restaurant,52,0,0,1,0,Female,0,0,With Colleagues,Bachelors degree,1,1,Personal Care & Service,1,0,0,89,1,18,Spring,Location A,1,Yes
10,93749.5,10,1,2,Single,Restaurant with pub,18,1,0,1,1,Female,1,0,Individual,Some college - no degree,1,2,Food Preparation & Serving Related,0,0,1,67,1,7,Winter,Location C,0,No
10,18749.5,6,0,6,Single,2 star restaurant,21,1,0,1,0,Female,0,0,With Colleagues,Some college - no degree,1,6,Sales & Related,1,0,1,67,0,14,Summer,Location A,0,No
10,43749.5,0,1,1,Single,Restaurant with pub,18,0,0,1,0,Male,0,0,With Colleagues,Some college - no degree,0,0,Student,1,0,1,67,1,22,Winter,Location A,1,No
48,43749.5,1,1,2,Married partner,Take-away restaurant,21,0,0,1,0,Female,1,0,Individual,Bachelors degree,0,2,Unemployed,0,1,3,89,1,18,Summer,Location B,0,Yes
